title,ingredients,url
Teriyaki,1 pk Teriyaki smakskitt; 500 gr Laksefilet; 2 ss Olje til steking; 250 gr Ris; 1 stk Paprika; 0.5 stk Brokkoli; 1 stk Vårløk til servering,https://www.rema.no/oppskrifter/asiatisk/teriyaki/
Butter chicken,"1 pk Butter chicken smakskit; 400 gr Kyllingfilet, i strimler; 2 ss Smør; 250 gr Ris; 0.5 stk Løk; 1 stk Paprika; 1 neve Koriander eller mynte, til servering",https://www.rema.no/oppskrifter/kylling-og-hons/butter-chicken/
Grillet ndujapølse med bakt tomat og fetaostkrem,"6 stk Ndujapølser; 6 stk Pølsebrød; 250 gr Cherrytomater, delt i to; 1 ss Olivenolje; 1 stk Hvitløksfedd, finhakket; 1 klype Salt og pepper; 0.5 stk Rødløk, finhakket; 1 neve Persille, hakket; 1 neve Basilikum, hakket; 0.5 stk Sitron, saften; 75 gr Fetaost; 2 ss Rømme",https://www.rema.no/oppskrifter/grillmat/grillet-ndujapolse-med-bakt-tomat-og-fetaostkrem/
Grillet Umamipølse med fennikelslaw,"6 stk Umamipølser; 6 stk Pølsebrød; 1 stk Fennikel, finstrimlet; 1 stk Sjalottløk, finstrimlet; 1 stk Gulrot, finstrimlet",https://www.rema.no/oppskrifter/grillmat/grillet-umamipolse-med-fennikelslaw/
Mocktail med eple hylleblomst og mynte,1 stk Grønt eple; 1 dl Sukker; 1 stk Sitron; 2 dl Vann; 10 stk Mynteblader; 4 cl Sparkling Eple & hylleblomst,https://www.rema.no/oppskrifter/drikke/kalde-drikker/mocktail-med-eple-hylleblomst-og-mynte/
Ostesmørbrød i airfryer,2 skive Brød; 2 skive Skinke; 2 skive Gulost; 1 ts Majones eller smør,https://www.rema.no/oppskrifter/bakst/brod-og-rundstykker/ostesmorbrod-i-airfryer/
Asiatisk pastasalat med reker,"500 gr Reker, fryste eller ferske; 300 gr Fullkorn fusilli; 1 stk Mango, moden; 1 stk Agurk; 2 stk Hjertesalat; 0.5 stk Rød chili; 1 stk Lime (saften); 1 fedd Hvitløk; 1 ss Ingefær, finrevet; 1 ss Honning, flytende; 2 ss Eplesidereddik; 2 ss Solsikkeolje; 3 ss Soyasaus",https://www.rema.no/oppskrifter/pasta/asiatisk-pastasalat-med-reker/
"Salat med spekeskinke, ost og jordbær","14 stk Småpoteter; 110 gr Spekeskinke; 200 gr Vesterhavsost eller annen hvit ost; 0.5 stk Isbergsalat; 10 stk Jordbær; 1 boks Rømme; 1 neve Frisk basilikum; 2 ss Sitronsaft; 0.5 stk Rødløk, liten; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/gronnsaker/salat-med-spekeskinke-ost-og-jordbaer/
Grillet vannmelonbiff og fetadressing,"1 stk Vannmelon; 1 potte Mynte; 2 dl Valnøtter; 1 stk Lime; 3 dl Yoghurt naturell; 2 ts Honning, flytende; 100 gr Fetatype ost; 2 ts Olivenolje; 1 klype Pepper",https://www.rema.no/oppskrifter/frukt/grillet-vannmelonbiff-og-fetadressing/
Grillet ananas med iskrem og hjemmelaget peanøttkrokan,1 stk Ananas; 1 l Vaniljeis; 1 stk Lime; 200 gr Peanøtter; 200 gr Sukker,https://www.rema.no/oppskrifter/frukt/grillet-ananas-med-iskrem-og-hjemmelaget-peanottkrokan/
Elote – meksikanske maiskolber,4 stk Maiskolber; 2 ss Nøytral olje; 150 gr Fetatype ost; 1 ts Chilikrydder; 1 neve Frisk koriander; 1 boks Seterrømme; 1 stk Lime; 1 klype Salt,https://www.rema.no/oppskrifter/gronnsaker/elote-meksikanske-maiskolber/
Grillet aubergine med asiatisk saus,"2 stk Aubergine; 1 ss Nøytral olje; 1 klype Salt og pepper; 1 stk Rød chili; 1 neve Frisk koriander; 2 stk Vårløk; 1 pose Sprøstekt løk; 0.5 dl Soyasaus; 2 ss Brunt sukker; 1 ss Eplesidereddik; 1 ts Ingefær, finrevet; 1 ts Hvitløk, finrevet; 2 ss Nøytral olje; 3 ss Vann",https://www.rema.no/oppskrifter/gronnsaker/grillet-aubergine-med-asiatisk-saus/
Pinsapizza med chèvre og ruccula,"2 stk Pinsabunner; 0.5 beger Hvit pizzasaus; 1 pk Chèvre (180g); 2 dl Valnøtter; 1 pk Ruccula; 1 ss Honning, flytende",https://www.rema.no/oppskrifter/pizza/pinsapizza-med-chevre-og-ruccula/
Pinsa med vaniljekrem og bringebær,2 stk Pinsabunner; 0.5 l Ferdig vaniljekrem; 250 gr Bringebær; 30 gr Lys eller mørk kokesjokolade; 1 potte Mynte,https://www.rema.no/oppskrifter/dessert-og-bakst/pinsa-med-vaniljekrem-og-bringebaer/
Pinsa med spekeskinke og jordbær,1 pk Pinsa (2 stykker); 0.5 boks Hvit pizzasaus; 6 skive Spekeskinke; 10 stk Jordbær; 200 gr Revet ost; 1 neve Fersk basilikum,https://www.rema.no/oppskrifter/pizza/pinsa-med-spekeskinke-og-jordbaer/
Laks med sommerkål og nypoteter,600 gr Laksefilet uten skinn; 0.5 dl Olivenolje; 2 ts Salt; 1 klype Kvernet sort pepper; 2 pose Hemmeligheter Chimichurri; 1 stk Sommerkål; 2 ss Smør; 100 gr Mandler; 500 gr Nypoteter,https://www.rema.no/oppskrifter/fisk/laks-med-sommerkal-og-nypoteter/
Kylling med sukkererter og pasta,600 gr Kylling i strimler; 2 ss Olivenolje; 1 ts Salt; 1 pose Sukkererter; 1 stk Rød paprika; 0.5 glass Hemmeligheter Pesto à la Calabrese; 2 dl Fløte; 400 gr Fersk pasta; 1 ss Smør,https://www.rema.no/oppskrifter/kylling-og-hons/kylling-med-sukkererter-og-pasta/
Jordbær med sweet spices og vaniljeis,500 gr Jordbær; 1 pose Hemmeligheter Sweet Spices marinade; 0.5 l Vaniljeis,https://www.rema.no/oppskrifter/frukt/jordbaer-med-sweet-spices-og-vaniljeis/
Salat med nudler og ingefærdressing,"400 gr Nakkekoteletter av svin; 1 pk Glassnudler eller risnudler; 1 klype Salt og pepper; 1 pose Råkostsalat; 1 dl Peanøtter, hakkede; 1 stk Vårløk; 2 ss Eplesidereddik; 2 ss Solsikkeolje; 3 ss Soyasaus; 2 ss Ingefær, finrevet",https://www.rema.no/oppskrifter/gronnsaker/salat-med-nudler-og-ingefaerdressing/
Couscous-salat med vannmelon og feta,"3 dl Couscous; 3 skive Vannmelon, tykke; 1 boks Fetaost; 1 stk Agurk; 1 potte Mynte; 3 dl Tyrkisk yoghurt; 0.5 stk Sitron; 1 fedd Hvitløk; 1.5 ts Sukker; 1 klype Salt",https://www.rema.no/oppskrifter/gronnsaker/couscous-salat-med-vannmelon-og-feta/
Grove scones,"300 gr Hvetemel; 100 gr Sammalt mel, grovt; 50 gr Havregryn; 2 ts Bakepulver; 80 gr Smør, i terninger; 0.5 ts Salt; 1 ts Sukker; 3 dl Melk",https://www.rema.no/oppskrifter/korn/sunne-scones/
Kremet kyllingpasta med bacon,400 gr Kyllingfilet i strimler; 1 ss Olivenolje; 50 gr Bacon; 1 fedd Hvitløk; 400 gr Penne eller annen tørket pasta; 3 dl Kremfløte; 0.5 stk Sitron; 2 ss Bladpersille (finhakket); 1 klype Salt og pepper,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/kremet-kyllingpasta-med-bacon/
Grillet pinsa med deilig topping,1 Pinsa; 1 ss Økologisk olivenolje fra Kolonihagen; 1 pose Ruccola; 1 pk Cherrytomater på klase fra R våre beste; 1 stk Nektarin; 1 Fetaost; 1 pk Strynskinke fra Nordjord; 1 klype Frisk basilikum; 1 ss Flytende honning; 1 klype Chiliflak,https://www.rema.no/oppskrifter/grillmat/grillet-pinsa-med-deilig-topping/
Salat med grillet nektarin,2 stk Nektarin; 1 pose Feldsalat; 2 stk Avokado; 10 stk Basilikumblader; 1 pose Pinjekjerner; 1 pose Ferdig preppa tranebær; 0 ss Kolonihagen ekstra virgin olivenolje; 1 ss Balsamicoeddik; 1 klype Salt; 0 skive Strynskinke eller annen salt skinke; 1 pose Vesterhavsost,https://www.rema.no/oppskrifter/grillmat/salat-med-grillet-nektarin/
Scampi med pepperglace,"2 pose Eggnudler REMA 1000; 1 pose Klassisk wokblanding, fryst; 2 ss Nøytral olje; 300 gr Ukokte scampi, renset og tint; 1 klype Salt og pepper; 1 pose Hemmeligheter Pepperglace",https://www.rema.no/oppskrifter/skalldyr/scampi-med-pepperglace/
Enkel kyllinggryte,600 gr Kyllingfilet i strimler; 3 dl Kremfløte; 2 dl Grønnsakskraft; 1 stk Rød paprika; 1 stk Løk; 2 fedd Hvitløk; 2 ss Olivenolje; 1 pk Focaccia; 1 klype Salt og pepper; 1 neve Bladpersille (til servering),https://www.rema.no/oppskrifter/kylling-og-hons/enkel-kyllinggryte/
Laks med Red Thai Curry,4 stk Laksefilet; 1 pk Eggnudler REMA 1000; 1 pk Red Thai Curry 1-2-3 asiatisk smakskit; 1 stk Rød paprika; 1 pose Sukkererter,https://www.rema.no/oppskrifter/fisk/laks-med-red-thai-curry/
Svinemedajong og brokkolisalat,"1 pose Hemmeligheter Chimichurri; 550 gr Indrefilet av svin; 450 gr Brokkolitopper, fryste; 50 gr Mandler, flaket; 2 ss Smør; 1 ss Olivenolje; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/svin/svinemedajong-og-brokkolisalat/
Couscous med Piri Piri-grønnsaker,"1 pose Hemmeligheter Piri Piri sauce; 300 gr Couscous; 400 gr Lapskausblanding, fryst; 4 ss Yoghurt Naturell",https://www.rema.no/oppskrifter/gronnsaker/couscous-med-piri-piri-gronnsaker/
Fiskeboller med grønn saus,"1 pose Fiskeboller i hvit saus; 95 gr Grønn pesto REMA 1000; 300 gr Aspargesbønner, fryste; 600 gr Poteter",https://www.rema.no/oppskrifter/fisk/fiskeboller-med-gronn-saus/
Kjøttboller med pestopoteter,"400 gr Kjøttboller; 2 ss Nøytral olje; 0.5 glass Grønn pesto REMA 1000; 0.5 pose Brokkoli- og blomkålblanding REMA 1000, eller andre grønnsaker (fryst); 500 gr Poteter",https://www.rema.no/oppskrifter/svin/kjottboller-med-pestopoteter/
Resteomelett med scampi og grønnsaker,"200 gr Scampi, evt. stekt kylling, stekt svinekjøtt eller andre rester; 2 ss Smør; 200 gr Ferdigkuttede grønnsaker, f.eks. paprika, squash eller sopp; 0.5 stk Løk; 6 stk Egg; 0.5 dl Melk eller fløte; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/egg/resteomelett-med-scampi-og-gronnsaker/
Lammegryte med potetmos og rotgrønnsaker,"1 kg Lammekjøtt, fårikålkjøtt eller lammebog i skiver; 4 ss Hvetemel; 3 ss Olivenolje; 4 fedd Hvitløk; 2 stk Løk, små; 4 stk Gulrøtter; 200 gr Sellerirot; 2 ss Tomatpuré; 1 ss Dijonsennep; 1 l Kjøttbuljong; 2 stk Laurbærblad; 2 kvist Rosmarin; 2 kvist Timian; 1 ts Spisskummen, malt; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/lam-og-farekjott/lammegryte-med-potetmos-og-rotgronnsaker/
Eggacado,"4 stk Pitabrød; 4 stk Egg; 2 stk Vårløk; 1 dl Gresk yoghurt, evt. tyrkisk yoghurt; 1 ss Sennep; 2 ts Chilisaus; 4 stk Cherrytomater; 1 neve Bladspinat; 2 stk Avokado; 0 Salt og pepper",https://www.rema.no/oppskrifter/egg/eggacado/
Ostetoast i brødristeren,"4 stk Fullkorn tortillalefse, store; 8 skive Kokt skinke; 8 skive Ost, tykke skiver",https://www.rema.no/oppskrifter/ost/ostetoast-i-brodristeren/
Vafler med havregryn og revet squash,0.5 stk Squash; 2 stk Egg; 2 dl Melk; 1 dl Vann; 3 ss Nøytral olje; 1 dl Hvetemel; 1 dl Havregryn; 1 klype Salt; 1 ts Bakepulver; 0.5 ts Sukker,https://www.rema.no/oppskrifter/bakst/vafler-med-havregryn-og-revet-squash/
Kålruletter,"400 gr Kjøttdeig, storfe eller svin; 2 ts Salt; 0.5 ts Pepper; 0.25 ts Muskatnøtt, revet; 2 ss Potetmel; 1 stk Egg; 2 dl Melk; 3 dl Kjøttkraft; 14 stk Hodekål, blader",https://www.rema.no/oppskrifter/gronnsaker/kalruletter/
Plommesyltetøy,1 kg Plommer; 1 dl Vann; 3 dl Sukker; 1 ts Potetmel; 1 stk Vaniljestang,https://www.rema.no/oppskrifter/frukt/plomme/plommesyltetoy/
Proteinrundstykker,"400 gr Havregryn; 3 stk Egg; 1 boks Cottage Cheese (400g); 2 ts Bakepulver; 1 klype Salt; 1 stk Egg, til pensling; 1 klype Gresskarkjerner eller sesamfrø",https://www.rema.no/oppskrifter/bakst/proteinrundstykker-tiktok/
Teriyaki-grønnsaker med ris,"1 pk Teriyaki asiatisk smakskit; 1 stk Squash; 2 pose Fullkornsris; 1 pose Grønnsaker, fryst (alt. 250 gram amerikansk blanding); 2 ss Nøytral olje",https://www.rema.no/oppskrifter/gronnsaker/teriyaki-gronnsaker-med-ris/
Rask kjøttbollepasta,"400 gr Kjøttboller; 2 ss Olivenolje; 500 gr Fersk tagliatelle, fullkorn; 1 stk Rød paprika; 1 stk Løk, liten; 1 glass Hemmeligheter Pesto à la Calabrese; 1 neve Bladpersille (til servering)",https://www.rema.no/oppskrifter/pasta/rask-kjottbollepasta/
"Agurksalat med laks, kremost og urter","1 stk Agurk; 1 ss Kremost med urter; 4 skive Røkt laks, i biter; 0.5 stk Rødløk, i skiver; 1 stk Avokado, i skiver; 1 ss Kapers; 1 klype Salt og pepper; 4 stk Gastromat, dryss",https://www.rema.no/oppskrifter/gronnsaker/agurksalat-med-laks-kremost-og-urter/
Peanut Satay,1 pk Peanut satay smakskitt; 400 gr Kyllingfilet i strimler; 5 dl Kokt ris; 2 ss Olje til steking; 2 stk Egg; 1 stk Gulrot; 2 stk Vårløk; 1 klype Peanøtter; 1 klype Koriander,https://www.rema.no/oppskrifter/asiatisk/peanut-satay/
Blomkålbiff,"1 stk Blomkål, skivet; 1 ts Røkt paprikapulver; 2 fedd Hvitløk; 1 ss Meierismør; 1 neve Frisk persille, finhakket; 1 stk Rød chili, finhakket; 1 ss Rødvinseddik; 1 ss Olivenolje; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/gronnsaker/blomkalbiff/
Smuldrepai med høstens frukt,"600 gr Bær (Blåbær, bringebær, bjørnebær eller frosne skogsbær, eller frukt som mango, pære, eple, banan, og melon); 1 dl Brunt sukker; 1 ss Potetmel; 150 gr Smør; 1.5 dl Hvetemel; 2 ss Brunt sukker; 2 dl Havregryn; 1 dl Mandler, eller andre nøtter",https://www.rema.no/oppskrifter/bakst/pai/smuldrepai-med-hostens-frukt/
Hasselback vaffel-poteter,4 Poteter; 80 gr Meierismør; 3 ss Persille; 2 fedd Hvitløksfedd; 0.5 ts Pepper; 1 klype Flaksalt; 1 ts Estragon eller oregano; 3 ss Parmesan (finrevet),https://www.rema.no/oppskrifter/gronnsaker/potet/hasselback-vaffel-poteter/
Tossede nudler,"1.5 pk Eggnudler REMA 1000; 350 gr Cherrytomater; 1 stk Chili; 1 pk Mynte; 4 ss Soyasaus; 1 dl Nøytral olje; 1 ts Ingefær, finrevet; 2 fedd Hvitløk; 1 ss Chilisaus; 2 ss Sesamfrø",https://www.rema.no/oppskrifter/pasta/tossede-nudler/
Fiskepudding med kremet råkost,1 pk Fiskepudding; 600 gr Poteter; 100 gr Sellerirot; 3 stk Gulrøtter; 4 ss Majones; 2 ss Yoghurt Naturell; 1 ts Karripulver; 0.5 stk Sitron; 0 Salt og pepper,https://www.rema.no/oppskrifter/fisk/fiskepudding-med-kremet-rakost/
Kyllingkjøttboller i tomatsaus,"800 gr Kyllingkjøttboller; 4 fedd Hvitløk; 2 ss Olivenolje; 3 ss Tomatpasta; 1 boks Grovhakkede tomater; 1 ts Sukker eller honning; 1 ts Oregano, tørket; 1 stk Blomkålhode; 2 ss Smør; 1 dl Melk; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/kylling-og-hons/kyllingkjottboller-i-tomatsaus/
Middelhavskylling med sitron og urter,500 gr Kyllingfilet; 2 pose Basmatiris boil-in-bag; 1 dl Mandler; 2 ss Olivenolje; 80 gr Smør; 0.2 terning Buljongterning; 1 dl Vann; 1 dl Bladpersille; 0.5 stk Sitron,https://www.rema.no/oppskrifter/kylling-og-hons/middelhavskylling-med-sitron-og-urter/
Fiskepinner med selleriremulade,"600 gr Fiskepinner; 600 gr Poteter; 3 ss Olivenolje; 1 klype Salt og pepper; 450 gr Sellerirot; 0.5 stk Sitron; 3 ss Dijonsennep, strøkne; 5 ss Olivenolje; 1 klype Salt og pepper; 1 ts Sukker; 3 ss Bladpersille (finhakket)",https://www.rema.no/oppskrifter/fisk/fiskepinner-med-selleriremulade/
Ovnsbakt tomatsuppe,1 stk Løk; 8 stk Klasetomater; 3 fedd Hvitløk; 2 ss Olivenolje; 1 dl Parmesan (finrevet); 3 dl Grønnsaksbuljong; 1 dl Kremfløte; 1 klype Salt og pepper; 1 neve Frisk basilikum; 3 skive Brød; 2 ss Olivenolje; 1 klype Salt og pepper,https://www.rema.no/oppskrifter/ovnsbakte-retter/ovnsbakt-tomatsuppe/
Koteletter med søtpotetmos,"5 stk Nakkekoteletter ca 750g Nordfjord; 4 ss Smør; 2 ss Olivenolje; 1 klype Salt og pepper; 1 ss Timian, hakket; 0.5 dl Vann; 1 stk Appelsin; 500 gr Søtpotet; 4 ss Smør; 1 pose Aspargesbønner, frossen",https://www.rema.no/oppskrifter/svin/koteletter/koteletter-med-sotpotetmos/
Enkel “Birria” taco med kylling,"3 stk Kyllinglår naturell, store; 4 ts Paprikapulver; 2 ts Oregano; 2 ts Malt spisskummen; 0.5 ts Pepper; 1 ts Salt; 1 stk Løk; 2 fedd Hvitløk; 5 dl Kyllingkraft; 2 ss Pastasaus/tomatsaus; 1 stk Rød chili, med eller uten frø; 10 stk Maistortillas, medium store; 2 dl Revet ost; 1 pose Valgfri salat; 8 stk Tomater, små; 0.5 dl syltet jalapeños; 1 neve Koriander",https://www.rema.no/oppskrifter/tex-mex/taco-med-kylling/
Restepai,"0 Paideig, fersk eller lag paideigen selv; 0.5 stk Purre; 1 stk Paprika; 3 stk Egg; 1 dl Fløte; 1 dl Melk; 200 gr Rester av kjøttragu, kjøttboller, bacon eller andre rester; 2 ss Olje til steking; 1 klype Salt og pepper; 120 gr Revet ost",https://www.rema.no/oppskrifter/bakst/pai/restepai/
Grovere pannekaker med kremet sopp,"3 stk Egg; 2 dl Hvetemel; 1 dl Sammalt hvete; 5 dl Melk; 0.5 ts Salt; 30 gr Smør, til steking; 10 stk Sjampinjong, store; 1 stk Løk; 1 fedd Hvitløk; 1 stk Paprika; 2 ss Smør; 2 ss Soyasaus; 2 ss Timian, hakket; 0.5 boks Crème Fraîche; 1 klype Salt og pepper; 200 gr Evt. rester av grønnsaker, kjøtt eller kylling; 150 gr Ost, revet",https://www.rema.no/oppskrifter/vegetar/grovere-pannekaker-med-kremet-sopp/
Pizza med squash og sopp,"1 stk Pizzabunner, ferdig eller egen oppskrift; 5 stk Sjampinjong, store; 2 ss Nøytral olje; 1 klype Salt og pepper; 1 stk Squash; 60 gr Pinjekjerner; 120 gr Revet ost; 2 ss Timian, hakket; 1 fedd Hvitløk; 1 beger Crème Fraîche; 1 ss Hvitvinseddik; 2 ss Timian, hakket; 1 klype Salt; 0.5 ts Kvernet sort pepper",https://www.rema.no/oppskrifter/pizza/pizza-med-squash-og-sopp/
Pasta med kylling og salat med tomatsalat,"480 gr Kyllingfilet; 1 beger Tomater; 1 pose Valgfri salat; 1 glass Pesto Calabrese; 400 gr Penne, fullkorn; 2 ss Olje til steking; 1 klype Salt og pepper; 1 neve Basilikum",https://www.rema.no/oppskrifter/pasta/pasta-med-kylling-salat/
Kyllingfajitas,"1 pose 3-pakning med paprika, små paprika; 1 stk Rødløk; 1 pk Fullkorn tortillalefse; 480 gr Kyllingfilet; 0.5 pose Spice Mix Kylling (Baja Chicken Spice)",https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfajitas/
Butter chicken,480 gr Kyllingfilet; 1 pk Butter chicken 1-2-3 asiatisk; 1 stk Løk; 1 pose Boil-in-bag fullkornsris; 1 stk Rød paprika; 2 ss Smør,https://www.rema.no/oppskrifter/kylling-og-hons/butter-chicken-2/
Kylling med brokkoli,480 gr Kyllingfilet; 1 stk Brokkoli; 190 gr Grønn pesto REMA 1000; 400 gr Fullkorn fusilli; 2 ss Olje til steking; 1 klype Salt og pepper,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/kylling-med-brokkoli/
Tacosuppe,"400 gr Nordfjord kjøttdeig; 1 stk Løk; 2 fedd Hvitløk; 1 pose Tacokrydder Prima; 1 boks Hakkede tomater R; 1 boks Mais R; 1 boks Bønner R; 5 dl Oksekraft/-buljong; 1 pk Tre Oster R; 1 boks Rømme; 1 potte Koriander; 1 pk Tortillachips R; 1 stk Lime, i båter",https://www.rema.no/oppskrifter/tex-mex/tacosuppe/
Gresskarmuffins,"4 stk Egg; 1 ts Vaniljesukker; 1 ts Kardemomme; 1 ts Malt ingefær; 0.3 ts Malt allehånde; 245 gr Revet gresskar; 75 gr Valnøtter; 25 gr Hakkede valnøtter, til pynt; 100 gr Brunt sukker; 190 gr Hvetemel; 1 ts Bakepulver; 2 ts Kanel; 200 gr Smeltet smør; 250 gr Melis; 75 gr Smør; 125 gr Kremost naturell; 0.5 ts Vaniljesukker",https://www.rema.no/oppskrifter/bakst/gresskarmuffins/
Big Mac wrap,100 gr Majones; 2 ss Ketchup; 2 ts Sennep; 1 ss Finhakket løk; 1 ss Finhakket sylteagurk; 1 ss Sylteagurk-lake; 0.5 ts Paprikapulver; 0.5 ts Løkpulver; 0.3 ts Hvitløkspulver; 1 klype Salt; 1 stk Tortillalefse; 200 gr Kjøttdeig; 1 neve Isbergsalat finstrimlet; 2 skive Tomat; 4 skive Sylteagurk; 1 neve Revet gulost liten,https://www.rema.no/oppskrifter/kjottdeig/big-mac-wrap/
Fiskeburger med brokkoli og pestorømme,1 stk Brokkoli; 5 stk Fiskeburgere; 0.5 boks Rømme; 0.5 glass Rød pesto; 2 stk Boil-in-bag fullkornsris,https://www.rema.no/oppskrifter/fisk/fiskeburger-med-brokkoli-og-pestoromme/
Fiskeburger med pasta,"5 stk Fiskeburgere; 1 stk Brokkoli; 400 gr Penne, fullkorn; 1 glass Pastasaus; 2 ss Olje til steking; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/fisk/fiskeburger-med-pasta/
Fiskeburger med kremet råkostsalat,"5 stk Fiskeburgere; 4 stk Poteter, store (ca. 500g); 1 pose Råkost; 4 ss Aioli; 1 neve Persille",https://www.rema.no/oppskrifter/fisk/fiskeburger-med-kremet-rakostsalat/
Frukt med yoghurt og nøtter,"1 stk Mango; 0.5 stk Ananas; 2 stk Epler; 2 stk Kiwi; 0.5 stk Melon; 2 stk Nektarin; 1 neve Bær; 3 dl Tyrkisk yoghurt; 1 stk Lime, finrevet skall og saft; 1 ss Fersk mynte, finhakket; 2 dl Nøtter  (valgfri); 3 ss Melis",https://www.rema.no/oppskrifter/frukt/frukt-med-yoghurt-og-notter/
Grønnsaker med 3 dipper,1 pk Stangselleri; 6 stk Gulrot; 2 stk Rød paprika; 1 stk Agurk; 1 stk Kålrabi / Kålrot; 1 pose Sukkererter; 0.5 stk Mager kesam; 1 ss Sriracha chilisaus; 1 ss Tomatketchup; 0.5 stk Creme fraiche  (lett); 2 ss Gressløk; 2 ss Kruspersille; 1 fedd Hvitløk; 1 ts Sitron; 1 klype Salt; 1 klype Pepper; 0.5 stk Mager kesam; 50 gr Blåmuggost,https://www.rema.no/oppskrifter/saus-dressing-og-dipp/dipp/gronnsaker-med-3-dipper/
Sandwich med kremost og røkelaks,4 stk Rundstykker; 4 ss Kremost; 8 skive Røkelaks eller gravet laks; 0.5 stk Sitron; 2 stk Kapers,https://www.rema.no/oppskrifter/sandwich/sandwich-med-kremost-og-rokelaks/
Byggrynsgrøt,"2 dl Hele byggryn; 1 l Melk; 400 gr Jordbær, bringebær og hakkede nøtter; 0.5 ts Salt; 0.5 ts Kanel; 1 ss Honning  (eller sukker)",https://www.rema.no/oppskrifter/grot/byggrynsgrot/
Blomkålbiff med BBQ-saus,"2 stk Blomkål; 2 ss Olivenolje; 1 klype Flaksalt; 1 klype Knust sort pepper; 1 dl Ketchup; 0.5 dl Rødvinseddik; 0.5 dl Brunt sukker; 3 ss Soyasaus; 1 ss Dijonsennep; 2 ts Hvitløkspulver; 1 ss Ingefær, revet; 2 ts Paprikakrydder; 2 ts Chilipulver; 1 ts Salt",https://www.rema.no/oppskrifter/gronnsaker/blomkalbiff-med-bbq-saus/
"Potetquiche med spinat, feta og tomat","1 pose Smashed potatoes, evt. kokte poteter; 0.5 dl Olivenolje; 1 dl Løk, hakket; 2 fedd Hvitløk, finhakket; 200 gr Spinat; 1 klype Salt; 1 klype Kvernet sort pepper; 3 stk Egg; 2 dl Fløte; 1 ss Paprikakrydder; 100 gr Cherrytomater; 100 gr Fetaost",https://www.rema.no/oppskrifter/gronnsaker/potetquiche-med-spinat-feta-og-tomat/
Vegetarburger med tomatrelish,4 stk Selleriburgere fra Grønne Folk; 4 stk Burgerbrød; 4 stk Salatblader; 1 pose Valgfritt potetgull; 1 pk Guacamole; 250 gr Cherrytomater; 0.5 stk Rødløk; 1 ss Olivenolje; 2 ss Sukker; 2 ss Hvitvinseddik; 1 klype Salt og pepper; 1 dl Majones; 1 potte Koriander; 1 fedd Hvitløk; 1 ts Skall av lime (finrevet); 1 klype Salt,https://www.rema.no/oppskrifter/grillmat/hamburgere-og-polser-pa-grillen/vegetarburger-med-tomatrelish/
Marinerte thaigrønnsaker med piri piri,1 stk Gulrot; 1 stk Hard mango; 1 stk Rødløk; 100 gr Kål; 1 bunt Vårløk; 1 stk Stangselleri; 0.25 stk Agurk; 1 potte Koriander; 2 dl Eddik 7% klar; 2 dl Sukker; 2 dl Vann; 10 skive Ingefær; 2 ss Fish sauce; 4 ts Sesamolje; 2 ss Piri piri saus,https://www.rema.no/oppskrifter/gronnsaker/marinerte-thaigronnsaker/
Pastasalat med kylling og bringebær,200 gr Kyllingsalatkjøtt; 125 gr Bringebær; 2 stk Nektariner; 1 pose Babyspinat 65 g; 300 gr Fullkorn fusilli; 2 ss Olivenolje; 1 stk Sitron; 0.5 stk Appelsin; 1 boks Seterrømme; 1 klype Salt og pepper,https://www.rema.no/oppskrifter/kylling-og-hons/pastasalat-med-kylling-og-bringebaer/
Fiskeburger med råkost,"4 stk Fiskeburgere; 1 pose Råkost; 4 ss Sweet chili saus; 1 boks Syltet rødløk på boks; 4 Hamburgerbrød, grove",https://www.rema.no/oppskrifter/fisk/fiskeburger-med-rakost/
Vegisterkaker med sursøt løksaus,400 gr Sellerirot; 200 gr Gulrot; 100 gr Persillerot; 100 gr Revet ost; 2 fedd Hvitløk; 1 stk Løk; 3 stk Egg; 2 dl Havregryn; 3 ts Salt; 1 klype Kvernet sort pepper; 1 dl Solsikkeolje til steking; 0.5 stk Løk; 1 terning Grønnsaksbuljong; 2 dl Fløte; 1 ss Eddik 7 %; 50 gr Smør; 1 ss Hvetemel; 3 dl Vann; 1 ts Salt; 2 ts Sukker; 1 klype Kvernet pepper,https://www.rema.no/oppskrifter/vegetar/vegisterkaker-med-sursot-loksaus/
Kylling satay,"1 pk Strimlet kyllingfilet; 1 stk Rød paprika; 1 pose Wokmiks; 2 stk Boil-in-bag fullkornsris; 1 sett Peanøtt satay 1-2-3 asiatisk; 2 ss Olje til steking; 1 neve Koriander, valgfritt",https://www.rema.no/oppskrifter/kylling-og-hons/kylling-satay/
